Cycles,Capacity,EMD_Capacity
1.0,1.8550045207910817,1.8430885529980279
2.0,1.8431955317089987,1.8409986041694253
3.0,1.8396018424355425,1.838410700111276
4.0,1.8306736044962053,1.8353525463780767
5.0,1.8327002069419656,1.8318518485243238
6.0,1.8285288846046388,1.8279363121045138
7.0,1.8212011895697924,1.8236325189006037
8.0,1.815170010643328,1.8189641796546978
9.0,1.8042980520967649,1.813960377537595
10.0,1.8231002302844224,1.8086518197704033
11.0,1.8121253520255491,1.8030692135742297
12.0,1.8046916382117768,1.7972430205513892
13.0,1.790844349786295,1.7912027198290263
14.0,1.783470722841926,1.7849777777956866
15.0,1.7809386125310702,1.7785985923606877
16.0,1.771209039672698,1.7720957943135422
17.0,1.7686303996707076,1.7655000144437623
18.0,1.7536304801917124,1.758841883540859
19.0,1.7462197416415093,1.7521520323943442
20.0,1.7376647337053737,1.7454610917937299
21.0,1.7315166735475835,1.738799692528528
22.0,1.7085949894470602,1.7322013255869622
23.0,1.711469957068211,1.7257112035425126
24.0,1.7075021373272627,1.7193804881247583
25.0,1.7492382064360228,1.713268485036629
26.0,1.7327697147429957,1.7074364657767886
27.0,1.7222313328292376,1.701940017316169
28.0,1.711846298984729,1.696807206436135
29.0,1.699267835126687,1.6920398329282254
30.0,1.6940366439243106,1.687629097915222
31.0,1.6819027078768087,1.68356474837238
32.0,1.6769770618433686,1.6798365312749524
33.0,1.6655229306478936,1.6764341935981935
34.0,1.6571924575832084,1.6733474823173577
35.0,1.6482241555294048,1.6705661444076985
36.0,1.6387701497987262,1.6680799268444693
37.0,1.6276486907262062,1.665878576602925
38.0,1.62215370227252,1.6639485623467627
39.0,1.6140066510467586,1.6622599433113001
40.0,1.6760516154424625,1.6607641096551813
41.0,1.649300642552199,1.6594003312088659
42.0,1.63238299185809,1.6581056717663072
43.0,1.6164159719025777,1.6568171951214572
44.0,1.6109028378249377,1.6554719650682694
45.0,1.5954638693695655,1.6540070454006963
46.0,1.726707440085764,1.6523594999126905
47.0,1.7165673917429751,1.6504663923982048
48.0,1.6958235570934848,1.6482647866511915
49.0,1.6777783190792557,1.6456963674712015
50.0,1.6606586897774192,1.6427242615696578
51.0,1.6664109274827466,1.639334221370124
52.0,1.6468336174407805,1.6355396497801675
53.0,1.6257639928779952,1.6313601228559849
54.0,1.6121577411874597,1.626815216653772
55.0,1.6057366823755344,1.6219245072297261
56.0,1.673645314879889,1.6167075706400442
57.0,1.6404348572349936,1.611183982940923
58.0,1.6132653317422077,1.6053733201885585
59.0,1.5920964324686278,1.5992951584391477
60.0,1.5866011820698824,1.5929690737488875
61.0,1.580076649033625,1.5864146421739747
62.0,1.5641732953289167,1.579651439770606
63.0,1.555618272193922,1.5726990425949778
64.0,1.5402045278637395,1.565578687227196
65.0,1.5321613015959863,1.558318252343001
66.0,1.5316232403693415,1.550947277142042
67.0,1.5222595950771978,1.54349948564243
68.0,1.5065267126851285,1.5360253411361227
69.0,1.5014219556532926,1.52857949173354
70.0,1.4963534117486457,1.5212165855451012
71.0,1.5334262000312422,1.5139912706812266
72.0,1.523845267514426,1.506953262182138
73.0,1.501192099426124,1.50013254280727
74.0,1.492417671450291,1.4935509780570422
75.0,1.483323851940123,1.4872176966766049
76.0,1.4807376792294196,1.4811386432222917
77.0,1.4735077809902477,1.4753197622504357
78.0,1.46801928526661,1.4697669983173696
79.0,1.458092355711902,1.4644862959794271
80.0,1.44786609888914,1.4594835997929423
81.0,1.4527808777541982,1.4547615803247431
82.0,1.4425356364492432,1.4503098121836442
83.0,1.4392712877203313,1.4461145959889559
84.0,1.4286475681888218,1.442162232359988
85.0,1.4249026750004896,1.438439021916051
86.0,1.4698115324524124,1.4349329011173229
87.0,1.4525819651050202,1.4316383497874534
88.0,1.442834198908794,1.42855148359096
89.0,1.428376058807949,1.4256651079322455
90.0,1.4154547844370715,1.4229587871752536
91.0,1.454576670077708,1.420412003328893
92.0,1.4283179548274056,1.4180171500223957
93.0,1.4197026883204058,1.415769848790073
94.0,1.4155606630306516,1.4136657211662378
95.0,1.405680035419228,1.4117003886852009
96.0,1.4084461071166137,1.4098694728812755
97.0,1.3968547782872414,1.408168595288773
98.0,1.3935670371440676,1.406593377442005
99.0,1.3893644292809475,1.4051394408752842
100.0,1.378565141566671,1.4038024071229227
101.0,1.384901110085747,1.4025778977192322
102.0,1.3703251814242443,1.4014615341985242
103.0,1.3733464385229082,1.4004479620789723
104.0,1.3679487285504814,1.3995279228141912
105.0,1.3567141087089647,1.398691181841658
106.0,1.4604310209194575,1.397927504598849
107.0,1.4500998937104097,1.3972266565232407
108.0,1.4381406901824496,1.3965784030523092
109.0,1.4283681980964316,1.395972509623531
110.0,1.4147874517552432,1.3953987416743823
111.0,1.413889163393182,1.3948486303406316
112.0,1.3989331662177225,1.3943207695512116
113.0,1.3953322584033976,1.3938155189333474
114.0,1.390046129540245,1.393333238114264
115.0,1.3860271454209647,1.392874286721187
116.0,1.388215260193751,1.3924390243813403
117.0,1.3761826562394497,1.3920278107219493
